time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
143600,2022-08-30 20:01:29,33.0326825548852,-117.172315863884,393.044632,,,586.73444003534,30.183728,26.9774964,910.42325748,2978.47122392,15,5,11.887,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.381902,0,345.2, -27.1, -5.7,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-90,84,3.97,3.951,3.954,0,0,0,13.204,114.08,586.73444003534,393.044632,6,P-GPS,
143700,2022-08-30 20:01:29,33.0326930575389,-117.172319440707,393.044632,,,586.73444003534,30.183728,26.9774964,913.06433368,2982.45744452,15,5,11.887,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.381902,0,345.3, -27.1, -6.3,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-90,84,3.97,3.951,3.954,0,0,0,13.204,114.08,586.73444003534,393.044632,6,P-GPS,
143800,2022-08-30 20:01:29,33.032703474112,-117.172323043691,393.044632,,,586.73444003534,30.183728,26.9774964,915.70869072,2986.41413756,15,5,11.887,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.381902,0,345.3, -26.9, -6,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-90,84,3.97,3.951,3.954,0,0,0,13.204,114.08,586.73444003534,393.044632,6,P-GPS,
143900,2022-08-30 20:01:29,33.0327139824542,-117.172326644058,393.044632,,,586.73444003534,30.183728,26.9774964,918.37929448,2990.403639,15,5,11.887,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.381902,0,345.2, -26.7, -5.6,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-90,84,3.97,3.951,3.954,0,0,0,13.204,114.08,586.73444003534,393.044632,6,P-GPS,
144000,2022-08-30 20:01:29,33.0327245617991,-117.172330315873,393.044632,,,586.73444003534,30.183728,26.9774964,921.08598748,2994.422668,15,5,11.879,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.381902,0,345.2, -26.7, -5.6,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-89.9,83,3.971,3.955,3.958,0,0,0,12.915,114.26,586.73444003534,393.044632,6,P-GPS,
144100,2022-08-30 20:01:29,33.0327350873436,-117.17233392229,393.044632,,,586.73444003534,30.183728,26.9774964,923.77955712,2998.41873112,15,5,11.879,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.381902,0,345.2, -26.6, -5.6,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-90,83,3.971,3.955,3.958,0,0,0,12.915,114.26,586.73444003534,393.044632,6,P-GPS,
144200,2022-08-30 20:01:30,33.032745617343,-117.172337575794,393.044632,,,586.73444003534,30.183728,27.0446046,926.49609264,3002.41807508,15,5,11.879,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.605596,0,345.2, -26.4, -5.8,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-90,83,3.971,3.955,3.958,0,0,0,12.915,114.26,586.73444003534,393.044632,6,P-GPS,
144300,2022-08-30 20:01:30,33.0327561582395,-117.172341194637,393.044632,,,586.73444003534,30.183728,27.0446046,929.21262816,3006.42069988,15,5,11.879,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.605596,-0.223694,345.2, -26.2, -5.5,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-89.9,83,3.971,3.955,3.958,0,0,0,12.915,114.26,586.73444003534,393.044632,6,P-GPS,
144400,2022-08-30 20:01:30,33.03276665075,-117.172344778491,393.044632,,,586.73444003534,30.183728,26.9774964,931.91932116,3010.40363964,15,5,11.879,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.381902,0,345.1, -26.2, -6,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-89.9,83,3.971,3.955,3.958,0,0,0,12.915,114.26,586.73444003534,393.044632,6,P-GPS,
144500,2022-08-30 20:01:30,33.0327771931542,-117.172348392101,393.044632,,,586.73444003534,30.183728,27.0446046,934.65226088,3014.40626444,15,5,11.879,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.605596,0,345.2, -26.2, -6,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-89.9,83,3.971,3.955,3.958,0,0,0,12.915,114.26,586.73444003534,393.044632,6,P-GPS,
144600,2022-08-30 20:01:30,33.0327876582505,-117.172351986419,393.044632,,,586.73444003534,30.183728,27.0446046,937.37863892,3018.37936168,15,5,11.879,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.605596,0,345.1, -25.9, -5.9,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-89.9,83,3.971,3.955,3.958,0,0,0,12.915,114.26,586.73444003534,393.044632,6,P-GPS,
144700,2022-08-30 20:01:30,33.0327981942124,-117.17235561033,393.044632,,,586.73444003534,30.183728,27.2459292,940.13126368,3022.37870564,15,5,11.879,588.37486003534,394.685052,27.6933172,1187.47379128,26.172198,-7.605596,0,345.1, -25.9, -5.9,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-89.9,83,3.971,3.955,3.958,0,0,0,12.915,114.26,586.73444003534,393.044632,6,P-GPS,
144800,2022-08-30 20:01:30,33.03280879309,-117.17235919958,393.044632,,,586.73444003534,30.183728,27.2459292,942.8970118,3026.40101548,15,5,11.879,588.37486003534,394.685052,27.6933172,1187.47379128,26.172198,-7.605596,0,345.2, -25.8, -5.9,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-89.9,83,3.971,3.955,3.958,0,0,0,12.915,114.26,586.73444003534,393.044632,6,P-GPS,
144900,2022-08-30 20:01:30,33.0328193342606,-117.172362833464,393.044632,,,586.73444003534,30.183728,27.2459292,945.67260244,3030.40364028,15,5,11.879,588.37486003534,394.685052,27.6933172,1187.47379128,26.172198,-7.605596,-0.223694,345.1, -25.8, -5.6,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-90,83,3.971,3.955,3.958,0,0,0,12.915,114.26,586.73444003534,393.044632,6,P-GPS,
145000,2022-08-30 20:01:30,33.0328297520674,-117.172366593241,393.044632,,,586.73444003534,30.183728,27.2459292,948.46787812,3034.37345668,15,5,11.904,588.37486003534,394.685052,27.6933172,1187.47379128,26.172198,-7.605596,-0.223694,345, -25.8, -5.5,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-89.9,83,3.979,3.963,3.965,0,0,0,12.417,114.26,586.73444003534,393.044632,6,P-GPS,
145100,2022-08-30 20:01:30,33.0328402818612,-117.172370227452,393.044632,,,586.73444003534,30.183728,27.0446046,951.25987296,3038.37280064,15,5,11.904,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.605596,0,345.2, -26, -5.9,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-90,83,3.979,3.963,3.965,0,0,0,12.417,114.26,586.73444003534,393.044632,6,P-GPS,
145200,2022-08-30 20:01:31,33.0328508645643,-117.172373761276,393.044632,,,586.73444003534,30.183728,27.0446046,954.03874444,3042.38198712,15,5,11.904,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.605596,0,345.1, -25.9, -5.6,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-89.9,83,3.979,3.963,3.965,0,0,0,12.417,114.26,586.73444003534,393.044632,6,P-GPS,
145300,2022-08-30 20:01:31,33.0328613981961,-117.172377383715,393.044632,,,586.73444003534,30.183728,27.2459292,956.84386264,3046.38133108,15,5,11.904,588.37486003534,394.685052,27.6933172,1187.47379128,26.172198,-7.605596,0,345.1, -25.6, -5.7,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-90,83,3.979,3.963,3.965,0,0,0,12.417,114.26,586.73444003534,393.044632,6,P-GPS,
145400,2022-08-30 20:01:31,33.0328719759647,-117.172381055531,393.044632,,,586.73444003534,30.183728,27.2459292,959.6785084,3050.40364092,15,5,11.904,588.37486003534,394.685052,27.6933172,1187.47379128,26.172198,-7.605596,0,345.1, -25.5, -5.7,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-89.9,83,3.979,3.963,3.965,0,0,0,12.417,114.26,586.73444003534,393.044632,6,P-GPS,
145500,2022-08-30 20:01:31,33.032882516587,-117.172384684837,393.044632,,,586.73444003534,30.183728,27.2459292,962.50659248,3054.40626572,15,5,11.904,588.37486003534,394.685052,27.6933172,1187.47379128,26.172198,-7.605596,-0.223694,345.2, -25.6, -6.2,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-89.9,83,3.979,3.963,3.965,0,0,0,12.417,114.26,586.73444003534,393.044632,6,P-GPS,
145600,2022-08-30 20:01:31,33.0328932581555,-117.17238838085,393.044632,,,586.73444003534,30.183728,27.0446046,965.39373168,3058.48434984,15,5,11.904,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.605596,0,345.2, -25.6, -5.9,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-90,83,3.979,3.963,3.965,0,0,0,12.417,114.26,586.73444003534,393.044632,6,P-GPS,
145700,2022-08-30 20:01:31,33.0329038023417,-117.172392015388,393.044632,,,586.73444003534,30.183728,27.0446046,968.23493912,3062.48697464,15,5,11.904,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.605596,0,345.2, -25.6, -5.6,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-90,83,3.979,3.963,3.965,0,0,0,12.417,114.26,586.73444003534,393.044632,6,P-GPS,
145800,2022-08-30 20:01:31,33.0329133276792,-117.172395252629,393.044632,,,586.73444003534,30.183728,27.0446046,970.800556,3066.10246032,15,5,11.904,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.605596,0,345.2, -25.7, -5.6,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-89.9,83,3.979,3.963,3.965,0,0,0,12.417,114.26,586.73444003534,393.044632,6,P-GPS,
145900,2022-08-30 20:01:31,33.0329237775606,-117.172398843677,393.044632,,,586.73444003534,30.183728,26.9774964,973.63192092,3070.06899588,15,5,11.904,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.381902,0,345.2, -25.8, -5.9,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-90,83,3.979,3.963,3.965,0,0,0,12.417,114.26,586.73444003534,393.044632,6,P-GPS,
146000,2022-08-30 20:01:31,33.0329344500452,-117.172402571408,393.044632,,,586.73444003534,30.183728,26.9774964,976.54530684,3074.12739496,15,5,11.92,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.381902,0,345.2, -25.8, -6.1,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-90,83,3.984,3.969,3.97,0,0,0,11.739,114.44,586.73444003534,393.044632,6,P-GPS,
146100,2022-08-30 20:01:32,33.0329449100699,-117.172406168342,393.044632,,,586.73444003534,30.183728,26.9774964,979.3963568,3078.09721136,15,5,11.92,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.381902,0,345.2, -25.7, -6.1,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-90,83,3.984,3.969,3.97,0,0,0,11.739,114.44,586.73444003534,393.044632,6,P-GPS,
146200,2022-08-30 20:01:32,33.032955766778,-117.172409729307,393.044632,,,586.73444003534,30.183728,26.9774964,982.31958524,3082.20810388,15,5,11.92,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.381902,0,345.2, -25.6, -6,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-90,83,3.984,3.969,3.97,0,0,0,11.739,114.44,586.73444003534,393.044632,6,P-GPS,
146300,2022-08-30 20:01:32,33.0329662535314,-117.172413326241,393.044632,,,586.73444003534,30.183728,26.9774964,985.19032024,3086.1877628,15,5,11.92,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.381902,0,345.2, -25.8, -6,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-89.9,83,3.984,3.969,3.97,0,0,0,11.739,114.44,586.73444003534,393.044632,6,P-GPS,
146400,2022-08-30 20:01:32,33.0329767467272,-117.172417084383,393.044632,,,586.73444003534,30.183728,27.0446046,988.11026784,3090.18382592,15,5,11.92,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.605596,0,345.2, -25.6, -6,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-89.9,83,3.984,3.969,3.97,0,0,0,11.739,114.44,586.73444003534,393.044632,6,P-GPS,
146500,2022-08-30 20:01:32,33.0329872256676,-117.172420701917,393.044632,,,586.73444003534,30.183728,27.0446046,991.00068788,3094.16676568,15,5,11.92,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.605596,0,345.1, -25.6, -5.7,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-89.9,83,3.984,3.969,3.97,0,0,0,11.739,114.44,586.73444003534,393.044632,6,P-GPS,
146600,2022-08-30 20:01:32,33.032998731681,-117.172424603282,393.044632,,,586.73444003534,30.183728,27.0446046,994.16669848,3098.53028288,15,5,11.92,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.605596,0,345.1, -25.4, -5.7,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-89.9,83,3.984,3.969,3.97,0,0,0,11.739,114.44,586.73444003534,393.044632,6,P-GPS,
146700,2022-08-30 20:01:32,33.0330092923158,-117.172428255805,393.044632,,,586.73444003534,30.183728,27.0446046,997.0964886,3102.53946936,15,5,11.92,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.605596,0,345.1, -25.6, -5.6,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-90,83,3.984,3.969,3.97,0,0,0,11.739,114.44,586.73444003534,393.044632,6,P-GPS,
146800,2022-08-30 20:01:32,33.0330198003153,-117.172431811211,393.044632,,,586.73444003534,30.183728,27.0446046,1000.000032,3106.52568996,15,5,11.92,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.605596,0,345.1, -25.9, -5.8,0,1,1684,1024,1024,1024,100,0,0,0,328.4,-89.9,83,3.984,3.969,3.97,0,0,0,11.739,114.44,586.73444003534,393.044632,6,P-GPS,
146900,2022-08-30 20:01:32,33.0330303325763,-117.172435456867,393.044632,,,586.73444003534,30.183728,27.0446046,1002.9363838,3110.52831476,15,5,11.92,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.605596,0,345.1, -26, -5.7,0,1,1632,1024,1024,1024,92,0,0,0,328.4,-89.9,83,3.984,3.969,3.97,0,0,0,11.739,114.44,586.73444003534,393.044632,6,P-GPS,
147000,2022-08-30 20:01:32,33.0330408249497,-117.172439158439,393.044632,,,586.73444003534,30.183728,27.0446046,1005.8891398,3114.5178162,15,5,11.922,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.605596,0,345, -26.1, -5.5,0,1,1024,1024,1024,1024,0,0,0,0,328.4,-89.9,83,3.981,3.967,3.97,0,0,0,11.605,114.44,586.73444003534,393.044632,6,P-GPS,
147100,2022-08-30 20:01:32,33.0330513388432,-117.17244281227,393.044632,,,586.73444003534,30.183728,27.0446046,1008.8418958,3118.51387932,15,5,11.922,588.37486003534,394.685052,27.6933172,1187.47379128,25.948504,-7.605596,0,344.9, -22, -5.7,0,1,1024,1024,1024,1024,0,0,0,0,328.4,-90,83,3.981,3.967,3.97,0,0,0,11.605,114.44,586.73444003534,393.044632,6,P-GPS,
147200,2022-08-30 20:01:33,33.0330609438191,-117.172446015503,393.044632,,,586.73444003534,30.183728,26.619586,1011.50921872,3122.15233088,15,5,11.922,588.37486003534,394.685052,27.6933172,1187.47379128,25.501116,-7.605596,-0.447388,344.3, -0.6, -5.5,0,1,1024,1024,1024,1024,0,0,0,0,328.4,-89.9,83,3.981,3.967,3.97,0,0,0,11.605,114.44,586.73444003534,393.044632,6,P-GPS,
147300,2022-08-30 20:01:33,33.033070996058,-117.172449578756,393.372716,,,587.06252403534,30.183728,25.2550526,1014.36354952,3125.98107116,15,5,11.922,588.37486003534,394.685052,27.6933172,1187.47379128,24.158952,-7.381902,-1.789552,343.4, 22.3, -4.1,0,1,1024,1024,1024,1024,0,0,0,0,328.4,-90,83,3.981,3.967,3.97,0,0,0,11.605,114.44,587.06252403534,393.372716,6,P-GPS,
147400,2022-08-30 20:01:33,33.0330804105058,-117.172453014482,393.7008,,,587.39060803534,30.183728,23.3536536,1017.06696168,3129.57031012,15,5,11.922,588.37486003534,394.685052,27.6933172,1187.47379128,22.3694,-6.71082,-2.460634,343.9, 27, 0,0,1,1024,1024,1024,1024,0,0,0,0,328.4,-89.9,83,3.981,3.967,3.97,0,0,0,11.605,114.44,587.39060803534,393.7008,6,P-GPS,
147500,2022-08-30 20:01:33,33.033089051736,-117.172456033618,394.028884,,,587.71869203534,30.183728,23.3536536,1019.51774916,3132.8577118,15,5,11.922,588.37486003534,394.685052,27.6933172,1187.47379128,20.803542,-6.039738,-2.013246,343.6, 28.7, -0.2,0,1,1024,1024,1024,1149,0,0,0,19,328.4,-89.9,83,3.981,3.967,3.97,0,0,0,11.605,114.44,587.71869203534,394.028884,6,P-GPS,
147600,2022-08-30 20:01:33,33.0330972270617,-117.172458691425,394.356968,,,588.04677603534,30.183728,20.4008928,1021.78809044,3135.94826308,15,5,11.922,588.37486003534,394.685052,27.6933172,1187.47379128,19.685072,-5.368656,-1.342164,343.2, 30.1, -1.7,0,1,1024,1024,1024,1184,0,0,0,24,328.4,-90,83,3.981,3.967,3.97,0,0,0,11.605,114.44,588.04677603534,394.356968,6,P-GPS,
147700,2022-08-30 20:01:33,33.0331048580785,-117.17246115696,394.028884,,,587.71869203534,30.183728,19.2153146,1023.91079392,3138.83212144,15,5,11.922,588.37486003534,394.685052,27.6933172,1187.47379128,18.566602,-4.921268,-0.223694,343.1, 31.7, -2.5,0,1,1024,1024,1024,1211,0,0,0,28,328.5,-90,83,3.981,3.967,3.97,0,0,0,11.605,114.44,587.71869203534,394.028884,6,P-GPS,
147800,2022-08-30 20:01:33,33.0331140389572,-117.172463733018,393.7008,,,587.39060803534,30.183728,17.5823484,1026.36486224,3142.2737226,15,5,11.922,588.37486003534,394.685052,27.6933172,1187.47379128,17.000744,-4.47388,0,343.1, 33.1, -2.8,0,1,1024,1024,1024,1180,0,0,0,24,328.6,-89.9,83,3.981,3.967,3.97,0,0,0,11.605,114.44,587.39060803534,393.7008,6,P-GPS,
147900,2022-08-30 20:01:33,33.0331206145275,-117.1724657061,393.7008,,,587.39060803534,30.183728,15.9046434,1028.16276256,3144.74747596,15,5,11.922,588.37486003534,394.685052,27.6933172,1187.47379128,15.434886,-3.802798,0,343.1, 33.7, -2.9,0,1,1024,1024,1024,1122,0,0,0,15,328.8,-90,83,3.981,3.967,3.97,0,0,0,11.605,114.44,587.39060803534,393.7008,6,P-GPS,
148000,2022-08-30 20:01:33,33.033127076466,-117.172467691281,393.7008,,,587.39060803534,30.183728,14.2716772,1029.94097784,3147.18185924,15,5,11.885,588.37486003534,394.685052,27.6933172,1187.47379128,13.869028,-3.35541,0,343.1, 34.1, -3,0,1,1024,1024,1024,1122,0,0,0,15,329.1,-89.9,83,4.073,4.067,4.063,0,0,0,11.67,114.44,587.39060803534,393.7008,6,P-GPS,
148100,2022-08-30 20:01:33,33.0331323663104,-117.172469168967,393.7008,,,587.39060803534,30.183728,12.638711,1031.36158156,3149.1634866,15,5,11.885,588.37486003534,394.685052,27.6933172,1187.47379128,12.30317,-2.908022,0.223694,343.2, 34.6, -3,0,1,1024,1024,1024,1024,0,0,0,0,329.2,-90,83,4.073,4.067,4.063,0,0,0,11.67,114.44,587.39060803534,393.7008,6,P-GPS,
148200,2022-08-30 20:01:34,33.033137859294,-117.172470422008,393.7008,,,587.39060803534,30.183728,11.0057448,1032.76578108,3151.20416908,15,5,11.885,588.37486003534,394.685052,27.6933172,1187.47379128,10.737312,-2.460634,0.223694,343.3, 35.3, -2.9,0,1,1024,1024,1024,1024,0,0,0,0,329.3,-90,83,4.073,4.067,4.063,0,0,0,11.67,114.44,587.39060803534,393.7008,6,P-GPS,
148300,2022-08-30 20:01:34,33.0331418937052,-117.172471431438,393.7008,,,587.39060803534,30.183728,9.3504092,1033.81893072,3152.71007464,15,5,11.885,588.37486003534,394.685052,27.6933172,1187.47379128,9.171454,-1.789552,0,343.1, 35.8, -3.1,0,1,1024,1024,1024,1024,0,0,0,0,329.3,-90,83,4.073,4.067,4.063,0,0,0,11.67,114.44,587.39060803534,393.7008,6,P-GPS,
148400,2022-08-30 20:01:34,33.0331455303363,-117.172471845739,393.7008,,,587.39060803534,30.183728,7.493749,1034.6457024,3154.04209568,15,5,11.885,588.37486003534,394.685052,27.6933172,1187.47379128,7.381902,-1.342164,0,342.9, 35.5, -4.7,0,1,1024,1024,1024,1024,0,0,0,0,329.3,-89.9,83,4.073,4.067,4.063,0,0,0,11.67,114.44,587.39060803534,393.7008,6,P-GPS,
148500,2022-08-30 20:01:34,33.0331482581868,-117.172472399667,393.7008,,,587.39060803534,30.183728,5.8831522,1035.32811712,3155.0525944,15,5,11.885,588.37486003534,394.685052,27.6933172,1187.47379128,5.816044,-0.894776,0,342.4, 34.3, -6.9,0,1,1024,1024,1024,1526,0,0,0,76,329.3,-89.9,83,4.073,4.067,4.063,0,0,0,11.67,114.44,587.39060803534,393.7008,6,P-GPS,
148600,2022-08-30 20:01:34,33.033150782761,-117.17247253537,393.7008,,,587.39060803534,30.183728,4.2949248,1035.86289404,3155.97451044,15,5,11.885,588.37486003534,394.685052,27.6933172,1187.47379128,4.250186,-0.671082,0,342.3, 31.1, -7.9,0,1,1024,1024,1024,1684,0,0,0,100,329.4,-90,83,4.073,4.067,4.063,0,0,0,11.67,114.44,587.39060803534,393.7008,6,P-GPS,
148700,2022-08-30 20:01:34,33.0331523375577,-117.172472800235,393.7008,,,587.39060803534,30.183728,3.1540854,1036.24019064,3156.5453766,15,5,11.885,588.37486003534,394.685052,27.6933172,1187.47379128,3.131716,-0.447388,0.223694,344.3, 24.1, -6.8,0,1,1024,1024,1024,1684,0,0,0,100,331.2,-89.9,83,4.073,4.067,4.063,0,0,0,11.67,114.44,587.39060803534,393.7008,6,P-GPS,
148800,2022-08-30 20:01:34,33.0331535365181,-117.172472474222,393.7008,,,587.39060803534,30.183728,3.1540854,1036.39439012,3156.99485168,15,5,11.885,588.37486003534,394.685052,27.6933172,1187.47379128,2.013246,-0.223694,0.223694,347.6, 17.1, -5.2,0,1,1024,1024,1024,1684,0,0,0,100,336.1,-90,83,4.073,4.067,4.063,0,0,0,11.67,114.44,587.39060803534,393.7008,6,P-GPS,
148900,2022-08-30 20:01:34,33.0331543237171,-117.172472531119,393.7008,,,587.39060803534,30.183728,1.342164,1036.5649938,3157.2835656,15,5,11.885,588.37486003534,394.685052,27.6933172,1187.47379128,1.342164,0,0.223694,352.7, 10.8, -4.4,0,1,1024,1024,1024,1684,0,0,0,100,341.9,-90,83,4.073,4.067,4.063,0,0,0,11.67,114.44,587.39060803534,393.7008,6,P-GPS,
149000,2022-08-30 20:01:34,33.0331549875521,-117.172471975883,393.7008,,,587.39060803534,30.183728,0.894776,1036.55187044,3157.5788412,15,5,12.133,588.37486003534,394.685052,27.6933172,1187.47379128,0.894776,0,0.223694,358.6, 6.6, -3.6,0,1,1024,1024,1024,1684,0,0,0,100,347.9,-90,83,4.044,4.032,4.031,0,0,0,4.583,114.62,587.39060803534,393.7008,6,P-GPS,
149100,2022-08-30 20:01:34,33.0331553986281,-117.172471901982,393.7008,,,587.39060803534,30.183728,0.447388,1036.61748724,3157.72975984,15,5,12.133,588.37486003534,394.685052,27.6933172,1187.47379128,0.447388,0,0.223694,4.2, 3.9, -3.6,0,1,1024,1024,1024,1684,0,0,0,100,353.9,-90,83,4.044,4.032,4.031,0,0,0,4.583,114.62,587.39060803534,393.7008,6,P-GPS,
149200,2022-08-30 20:01:35,33.0331553766969,-117.172471256823,394.028884,,,587.71869203534,30.183728,0.3131716,1036.44688356,3157.92661024,15,5,12.133,588.37486003534,394.685052,27.6933172,1187.47379128,0.223694,0.223694,0.223694,10.2, 2.2, -4.4,0,1,1024,1024,1024,1684,0,0,0,100,359.9,-90,83,4.044,4.032,4.031,0,0,0,4.583,114.62,587.71869203534,394.028884,6,P-GPS,
149300,2022-08-30 20:01:35,33.0331555925837,-117.172471075015,394.028884,,,587.71869203534,30.183728,0.223694,1036.44360272,3158.02503544,15,5,12.133,588.37486003534,394.685052,27.6933172,1187.47379128,0,0.223694,0,16.3, 1.2, -5.4,0,1,1024,1024,1024,1684,0,0,0,100,5.8,-90,83,4.044,4.032,4.031,0,0,0,4.583,114.62,587.71869203534,394.028884,6,P-GPS,
149400,2022-08-30 20:01:35,33.0331551350408,-117.172470284997,394.356968,,,588.04677603534,30.183728,0.223694,1036.14832712,3158.3170302,15,5,12.133,588.37486003534,394.685052,27.6933172,1187.47379128,0,0.223694,0,22.4, 1.1, -6.5,0,1,1024,1024,1024,1684,0,0,0,100,11.8,-90,83,4.044,4.032,4.031,0,0,0,4.583,114.62,588.04677603534,394.356968,6,P-GPS,
149500,2022-08-30 20:01:35,33.0331552670402,-117.172470035828,394.685052,,,588.37486003534,30.183728,0.447388,1036.11223788,3158.40889372,15,5,12.133,588.37486003534,394.685052,27.6933172,1187.47379128,0,0.447388,0,28.4, 1.8, -6.6,0,1,1024,1024,1024,1536,0,0,0,78,17.8,-90,83,4.044,4.032,4.031,0,0,0,4.583,114.62,588.37486003534,394.685052,6,P-GPS,
149600,2022-08-30 20:01:35,33.0331546810617,-117.172469358296,394.356968,,,588.04677603534,30.183728,0.447388,1035.82024312,3158.70745016,15,5,12.133,588.37486003534,394.685052,27.6933172,1187.47379128,0,0.447388,0,34.4, 2.9, -7.5,0,1,1024,1024,1024,1024,0,0,0,0,23.7,-90,83,4.044,4.032,4.031,0,0,0,4.583,114.62,588.04677603534,394.356968,6,P-GPS,
149700,2022-08-30 20:01:35,33.0331547649492,-117.172469090161,394.356968,,,588.04677603534,30.183728,0.447388,1035.76774968,3158.792752,15,5,12.133,588.37486003534,394.685052,27.6933172,1187.47379128,0,0.447388,0.223694,39, 4.2, -9,0,1,1024,1024,1024,1024,0,0,0,0,28.2,-90,83,4.044,4.032,4.031,0,0,0,4.583,114.62,588.04677603534,394.356968,6,P-GPS,
149800,2022-08-30 20:01:35,33.0331540534136,-117.172468588879,394.356968,,,588.04677603534,30.183728,0.223694,1035.4987208,3159.09458928,15,5,12.133,588.37486003534,394.685052,27.6933172,1187.47379128,0,0.223694,0.223694,42.5, 4.5, -9.4,0,1,1024,1024,1024,1024,0,0,0,0,29.7,-90,83,4.044,4.032,4.031,0,0,0,4.583,114.62,588.04677603534,394.356968,6,P-GPS,
149900,2022-08-30 20:01:35,33.0331541129024,-117.17246838974,394.685052,,,588.37486003534,30.183728,0.223694,1035.45935072,3159.16020608,15,5,12.133,588.37486003534,394.685052,27.6933172,1187.47379128,0,0.223694,0.223694,44.3, 4.5, -9.2,0,1,1024,1024,1024,1024,0,0,0,0,29.9,-90,83,4.044,4.032,4.031,0,0,0,4.583,114.62,588.37486003534,394.685052,6,P-GPS,
