time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
6600,2025-02-16 08:06:56,31.1821238069828,121.471942824721,3.608924,,,41.409690301488,3.608924,0,0.48702757464,1.487450835,31,5,14.735,41.409690301488,3.608924,0.223694,0.52134844188,0,0,0,235.7, -3.5, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.687,3.688,3.686,3.681,0,0,6.16,77.36,41.409690301488,3.608924,6,P-GPS,
6700,2025-02-16 08:06:56,31.1821238260716,121.471942742837,3.608924,,,41.409690301488,3.608924,0,0.47754594704,1.51394033716,31,5,14.735,41.409690301488,3.608924,0.223694,0.52134844188,0,0,0,235.7, -3.5, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.687,3.688,3.686,3.681,0,0,6.16,77.36,41.409690301488,3.608924,6,P-GPS,
6800,2025-02-16 08:06:56,31.1821238342431,121.471942699542,3.608924,,,41.409690301488,3.608924,0,0.47247048756,1.52777892028,31,5,14.735,41.409690301488,3.608924,0.223694,0.52134844188,0,0,0,235.7, -3.4, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.687,3.688,3.686,3.681,0,0,6.16,77.36,41.409690301488,3.608924,6,P-GPS,
6900,2025-02-16 08:06:56,31.1821238648655,121.471942515638,3.608924,,,41.409690301488,3.608924,0,0.45364830848,1.58625989328,32,5,14.735,41.409690301488,3.608924,0.223694,0.52134844188,0,0,0,235.6, -3.3, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.687,3.688,3.686,3.681,0,0,6.16,77.36,41.409690301488,3.608924,6,P-GPS,
7000,2025-02-16 08:06:56,31.1821238810309,121.47194246577,3.608924,,,41.409690301488,3.608924,0,0.45233269164,1.60290687544,32,5,14.735,41.409690301488,3.608924,0.223694,0.52134844188,0,0,0,235.7, -3.2, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.687,3.688,3.686,3.681,0,0,6.16,77.36,41.409690301488,3.608924,6,P-GPS,
7100,2025-02-16 08:06:56,31.1821239628161,121.471942431762,3.608924,,,41.409690301488,3.608924,0,0.47569555328,1.63457682396,32,5,14.735,41.409690301488,3.608924,0.223694,0.52134844188,0,0,0,235.7, -3.2, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.687,3.688,3.686,3.681,0,0,6.16,77.36,41.409690301488,3.608924,6,P-GPS,
7200,2025-02-16 08:06:56,31.1821239835532,121.471942395455,3.608924,,,41.409690301488,3.608924,0,0.47874673448,1.64820215248,32,5,14.735,41.409690301488,3.608924,0.223694,0.52134844188,0,0,0,235.7, -3.3, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.687,3.688,3.686,3.681,0,0,6.16,77.36,41.409690301488,3.608924,6,P-GPS,
7300,2025-02-16 08:06:56,31.1821240830779,121.471942323006,3.608924,,,41.409690301488,3.608924,0,0.50625657788,1.69098102524,32,5,14.735,41.409690301488,3.608924,0.223694,0.52134844188,0,0,0,235.7, -3.5, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.678,3.679,3.677,3.673,0,0,5.968,77.36,41.409690301488,3.608924,6,P-GPS,
7400,2025-02-16 08:06:56,31.1821241052515,121.471942267543,3.608924,,,41.409690301488,3.608924,0,0.50955382208,1.7100886374,32,5,14.735,41.409690301488,3.608924,0.223694,0.52134844188,0,0,0,235.7, -3.4, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.678,3.679,3.677,3.673,0,0,5.968,77.36,41.409690301488,3.608924,6,P-GPS,
7500,2025-02-16 08:06:57,31.1821241709454,121.471942214306,3.608924,,,41.409690301488,3.608924,0,0.52922245788,1.739255305,32,5,14.735,41.409690301488,3.608924,0.223694,0.52922245788,0,0,0,235.8, -3.4, 1,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.678,3.679,3.677,3.673,0,0,5.968,77.36,41.409690301488,3.608924,6,P-GPS,
7600,2025-02-16 08:06:57,31.1821241906761,121.471942148656,3.608924,,,41.409690301488,3.608924,0,0.53255907216,1.7609744658,32,5,14.735,41.409690301488,3.608924,0.223694,0.53255907216,0,0,0,235.8, -3.4, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.678,3.679,3.677,3.673,0,0,5.968,77.36,41.409690301488,3.608924,6,P-GPS,
7700,2025-02-16 08:06:57,31.1821242610837,121.471942093665,3.608924,,,41.409690301488,3.608924,0,0.55551510964,1.79187013608,32,5,14.735,41.409690301488,3.608924,0.223694,0.55551510964,0,0,0,235.8, -3.1, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.678,3.679,3.677,3.673,0,0,5.968,77.36,41.409690301488,3.608924,6,P-GPS,
7800,2025-02-16 08:06:57,31.1821242763116,121.471942049394,3.608924,,,41.409690301488,3.608924,0,0.55948492604,1.80676514968,32,5,14.735,41.409690301488,3.608924,0.223694,0.55948492604,0,0,0,235.7, -2.9, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.678,3.679,3.677,3.673,0,0,5.968,77.36,41.409690301488,3.608924,6,P-GPS,
7900,2025-02-16 08:06:57,31.1821243578785,121.471942026242,3.608924,,,41.409690301488,3.608924,0,0.58846458576,1.83738851024,32,5,14.735,41.409690301488,3.608924,0.223694,0.58846458576,0,0,0,235.7, -2.8, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.678,3.679,3.677,3.673,0,0,5.968,77.36,41.409690301488,3.608924,6,P-GPS,
8000,2025-02-16 08:06:57,31.1821243608524,121.471942004266,3.608924,,,41.409690301488,3.608924,0,0.58902232856,1.84433404852,32,5,14.735,41.409690301488,3.608924,0.223694,0.58902232856,0,0,0,235.7, -2.8, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.678,3.679,3.677,3.673,0,0,5.968,77.36,41.409690301488,3.608924,6,P-GPS,
8100,2025-02-16 08:06:57,31.1821244455557,121.471941970828,3.608924,,,41.409690301488,3.608924,0,0.6192421458,1.8769521598,32,5,14.735,41.409690301488,3.608924,0.223694,0.6192421458,0,0,0,235.7, -2.9, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.678,3.679,3.677,3.673,0,0,5.968,77.36,41.409690301488,3.608924,6,P-GPS,
8200,2025-02-16 08:06:57,31.1821244635092,121.471941946094,3.608924,,,41.409690301488,3.608924,0,0.62544621424,1.88707683204,32,5,14.708,41.409690301488,3.608924,0.223694,0.62544621424,0,0,0,235.7, -2.9, 0.9,0,0,1024,1024,1029,1024,0,0,1,0,255.7,0,0,47,3.677,3.677,3.677,3.671,0,0,6.309,77.36,41.409690301488,3.608924,6,P-GPS,
8300,2025-02-16 08:06:57,31.1821244461417,121.471941840851,3.608924,,,41.409690301488,3.608924,0,0.61874345812,1.92053155752,32,5,14.708,41.409690301488,3.608924,0.223694,0.62544621424,0,0,0,235.7, -3, 0.8,0,0,1024,1024,1034,1024,0,0,2,0,255.7,0,0,47,3.677,3.677,3.677,3.671,0,0,6.309,77.36,41.409690301488,3.608924,6,P-GPS,
8400,2025-02-16 08:06:57,31.182124440112,121.471941805482,3.608924,,,41.409690301488,3.608924,0,0.61681104336,1.93178811956,32,5,14.708,41.409690301488,3.608924,0.223694,0.62544621424,0,0,0,235.7, -2.9, 0.9,0,0,1024,1024,1034,1024,0,0,2,0,255.7,0,0,47,3.677,3.677,3.677,3.671,0,0,6.309,77.36,41.409690301488,3.608924,6,P-GPS,
8500,2025-02-16 08:06:58,31.1821244205361,121.471941752733,3.608924,,,41.409690301488,3.608924,0,0.6104494946,1.9497375952,32,5,14.708,41.409690301488,3.608924,0.223694,0.62544621424,0,0,0,235.7, -2.8, 1,0,0,1024,1024,1038,1024,0,0,2,0,255.7,0,0,47,3.677,3.677,3.677,3.671,0,0,6.309,77.36,41.409690301488,3.608924,6,P-GPS,
8600,2025-02-16 08:06:58,31.1821244041857,121.471941752331,3.608924,,,41.409690301488,3.608924,0,0.60450133168,1.95570216232,32,5,14.708,41.409690301488,3.608924,0.223694,0.62544621424,0,0,0,235.7, -2.9, 1.1,0,0,1024,1024,1042,1024,0,0,3,0,255.7,0,0,47,3.677,3.677,3.677,3.671,0,0,6.309,77.36,41.409690301488,3.608924,6,P-GPS,
8700,2025-02-16 08:06:58,31.182124512857,121.471941816084,3.608924,,,41.409690301488,3.608924,0,0.6432414904,2.0000656808,32,5,14.708,41.409690301488,3.608924,0.223694,0.6432414904,0,0,0,235.8, -3.2, 1.1,0,0,1024,1024,1062,1024,0,0,6,0,255.7,0,0,47,3.677,3.677,3.677,3.671,0,0,6.309,77.36,41.409690301488,3.608924,6,P-GPS,
8800,2025-02-16 08:06:58,31.1821245044189,121.471941832174,3.608924,,,41.409690301488,3.608924,0,0.64004923308,2.00595806944,32,5,14.708,41.409690301488,3.608924,0.223694,0.6432414904,0,0,0,235.7, -3.4, 1.1,0,0,1024,1024,1073,1024,0,0,7,0,255.7,0,0,47,3.677,3.677,3.677,3.671,0,0,6.309,77.36,41.409690301488,3.608924,6,P-GPS,
8900,2025-02-16 08:06:58,31.1821245205844,121.471941813727,3.608924,,,41.409690301488,3.608924,0,0.646079417,2.01419953952,32,5,14.708,41.409690301488,3.608924,0.223694,0.646079417,0,0,0,235.7, -3.4, 1.1,0,0,1024,1024,1078,1024,0,0,8,0,255.7,0,0,47,3.677,3.677,3.677,3.671,0,0,6.309,77.36,41.409690301488,3.608924,6,P-GPS,
9000,2025-02-16 08:06:58,31.1821244941176,121.471941842973,3.608924,,,41.409690301488,3.608924,0,0.636236897,2.02748694152,32,5,14.708,41.409690301488,3.608924,0.223694,0.646079417,0,0,0,235.8, -3.3, 1.2,0,0,1024,1024,1080,1024,0,0,8,0,255.7,0,0,47,3.677,3.677,3.677,3.671,0,0,6.309,77.36,41.409690301488,3.608924,6,P-GPS,
9100,2025-02-16 08:06:58,31.1821244905157,121.471941950375,3.608924,,,41.409690301488,3.937008,0,0.63534450852,2.06103681136,32,5,14.708,41.409690301488,3.608924,0.223694,0.646079417,0,0,0,235.7, -3.5, 1.3,0,0,1024,1024,1084,1024,0,0,9,0,255.7,0,0,47,3.677,3.677,3.677,3.671,0,0,6.309,77.36,41.409690301488,3.608924,6,P-GPS,
9200,2025-02-16 08:06:58,31.1821244798735,121.471941989986,3.608924,,,41.409690301488,3.608924,0,0.6320702302,2.07399612936,32,5,14.708,41.409690301488,3.608924,0.223694,0.646079417,0,0,0,235.7, -3.7, 1.4,0,0,1024,1024,1085,1024,0,0,9,0,255.7,0,0,47,3.677,3.677,3.677,3.671,0,0,6.309,77.36,41.409690301488,3.608924,6,P-GPS,
9300,2025-02-16 08:06:58,31.1821245155299,121.47194195389,3.608924,,,41.409690301488,3.937008,0,0.64450789464,2.091207416,32,5,14.714,41.409690301488,3.608924,0.223694,0.646079417,0,0,0,235.7, -3.9, 1.4,0,0,1024,1024,1087,1024,0,0,10,0,255.7,0,0,47,3.678,3.678,3.679,3.671,0,0,5.927,77.36,41.409690301488,3.608924,6,P-GPS,
9400,2025-02-16 08:06:58,31.1821244971356,121.471941970258,3.608924,,,41.409690301488,3.937008,0,0.63802823564,2.09964245564,32,5,14.714,41.409690301488,3.608924,0.223694,0.646079417,0,0,0,235.7, -3.9, 1.5,0,0,1024,1024,1088,1024,0,0,10,0,255.7,0,0,47,3.678,3.678,3.679,3.671,0,0,5.927,77.36,41.409690301488,3.608924,6,P-GPS,
9500,2025-02-16 08:06:59,31.182124606994,121.471942034264,3.608924,,,41.409690301488,3.937008,0,0.67927167528,2.14442592164,32,5,14.714,41.409690301488,3.608924,0.223694,0.67927167528,0,0,0,235.8, -3.7, 1.6,0,0,1024,1024,1087,1024,0,0,10,0,255.7,0,0,47,3.678,3.678,3.679,3.671,0,0,5.927,77.36,41.409690301488,3.608924,6,P-GPS,
9600,2025-02-16 08:06:59,31.1821245878126,121.471942058471,3.608924,,,41.409690301488,3.937008,0,0.67290684568,2.1547244784,32,5,14.714,41.409690301488,3.608924,0.223694,0.67927167528,0,0,0,235.8, -3.8, 1.6,0,0,1024,1024,1076,1024,0,0,8,0,255.7,0,0,47,3.678,3.678,3.679,3.671,0,0,5.927,77.36,41.409690301488,3.608924,6,P-GPS,
9700,2025-02-16 08:06:59,31.1821245995021,121.471942038475,3.937008,,,41.737774301488,3.937008,0,0.67664700328,2.16228353376,32,5,14.714,41.737774301488,3.937008,0.223694,0.67927167528,0,0,0,235.7, -3.8, 1.7,0,0,1024,1024,1060,1024,0,0,5,0,255.7,0,0,47,3.678,3.678,3.679,3.671,0,0,5.927,77.36,41.737774301488,3.937008,6,P-GPS,
9800,2025-02-16 08:06:59,31.1821245787058,121.471942060133,3.937008,,,41.737774301488,3.937008,0,0.66964240988,2.17244757608,32,5,14.714,41.737774301488,3.937008,0.223694,0.67927167528,0,0,0,235.7, -3.8, 1.8,0,0,1024,1024,1038,1024,0,0,2,0,255.7,0,0,47,3.678,3.678,3.679,3.671,0,0,5.927,77.36,41.737774301488,3.937008,6,P-GPS,
9900,2025-02-16 08:06:59,31.1821246025491,121.471942034588,3.937008,,,41.737774301488,3.937008,0,0.67766078284,2.18424875756,32,5,14.714,41.737774301488,3.937008,0.223694,0.67927167528,0,0,0,235.8, -3.7, 1.9,0,0,1024,1024,1028,1024,0,0,1,0,255.7,0,0,47,3.678,3.678,3.679,3.671,0,0,5.927,77.36,41.737774301488,3.937008,6,P-GPS,
10000,2025-02-16 08:06:59,31.1821245852795,121.471942052176,3.937008,,,41.737774301488,3.937008,0,0.6718176068,2.19260505704,32,5,14.714,41.737774301488,3.937008,0.223694,0.67927167528,0,0,0,235.7, -3.7, 1.8,0,0,1024,1024,1025,1024,0,0,0,0,255.7,0,0,47,3.678,3.678,3.679,3.671,0,0,5.927,77.36,41.737774301488,3.937008,6,P-GPS,
10100,2025-02-16 08:06:59,31.1821246150729,121.471942023599,3.937008,,,41.737774301488,3.937008,0,0.68196852576,2.20666673728,32,5,14.714,41.737774301488,3.937008,0.223694,0.68196852576,0,0,0,235.8, -3.6, 1.8,0,0,1024,1024,1025,1024,0,0,0,0,255.7,0,0,47,3.678,3.678,3.679,3.671,0,0,5.927,77.36,41.737774301488,3.937008,6,P-GPS,
10200,2025-02-16 08:06:59,31.1821246029524,121.471942037806,3.937008,,,41.737774301488,3.937008,0,0.67788387996,2.21292986084,32,5,14.714,41.737774301488,3.937008,0.223694,0.68196852576,0,0,0,235.8, -3.6, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.678,3.678,3.679,3.671,0,0,5.927,77.36,41.737774301488,3.937008,6,P-GPS,
10300,2025-02-16 08:06:59,31.1821247034501,121.471942012933,3.937008,,,41.737774301488,3.937008,0,0.71392390736,2.25040689616,32,5,14.696,41.737774301488,3.937008,0.223694,0.71392390736,0,0,0,235.8, -3.4, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,6.063,77.54,41.737774301488,3.937008,6,P-GPS,
10400,2025-02-16 08:06:59,31.182124673018,121.471942027852,3.937008,,,41.737774301488,3.937008,0,0.70315290964,2.26244757896,32,5,14.696,41.737774301488,3.937008,0.223694,0.71392390736,0,0,0,235.8, -3.6, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,6.063,77.54,41.737774301488,3.937008,6,P-GPS,
10500,2025-02-16 08:07:00,31.1821246857729,121.471942032163,3.937008,,,41.737774301488,3.937008,0,0.7078904426,2.26729337964,32,5,14.696,41.737774301488,3.937008,0.223694,0.71392390736,0,0,0,235.8, -3.9, 3,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,6.063,77.54,41.737774301488,3.937008,6,P-GPS,
10600,2025-02-16 08:07:00,31.1821246699182,121.471942050039,3.937008,,,41.737774301488,3.937008,0,0.70253939256,2.2753281568,32,5,14.696,41.737774301488,3.937008,0.223694,0.71392390736,0,0,0,235.6, -4.1, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,6.063,77.54,41.737774301488,3.937008,6,P-GPS,
10700,2025-02-16 08:07:00,31.1821246135849,121.471942029653,3.937008,,,41.737774301488,3.937008,0,0.6815617016,2.29684390552,32,5,14.696,41.737774301488,3.937008,0.223694,0.71392390736,0,0,0,235.6, -4.1, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,6.063,77.54,41.737774301488,3.937008,6,P-GPS,
10800,2025-02-16 08:07:00,31.1821246050425,121.471942029386,3.937008,,,41.737774301488,3.937008,0,0.67844818444,2.29996398436,32,5,14.696,41.737774301488,3.937008,0.223694,0.71392390736,0,0,0,235.5, -3.9, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,6.063,77.54,41.737774301488,3.937008,6,P-GPS,
10900,2025-02-16 08:07:00,31.1821247087626,121.471942006762,3.937008,,,41.737774301488,3.937008,0,0.71574149272,2.33845808008,32,5,14.696,41.737774301488,3.937008,0.223694,0.71574149272,0,0,0,235.6, -3.8, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,6.063,77.54,41.737774301488,3.937008,6,P-GPS,
11000,2025-02-16 08:07:00,31.182124676836,121.471942027987,3.937008,,,41.737774301488,3.937008,0,0.7045439858,2.35186031148,32,5,14.696,41.737774301488,3.937008,0.223694,0.71574149272,0,0,0,235.6, -3.7, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,6.063,77.54,41.737774301488,3.937008,6,P-GPS,
11100,2025-02-16 08:07:00,31.1821248046424,121.471942027357,3.937008,,,41.737774301488,3.937008,0,0.75105645448,2.3984908904,32,5,14.696,41.737774301488,3.937008,0.223694,0.75105645448,0,0,0,235.7, -3.6, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,6.063,77.54,41.737774301488,3.937008,6,P-GPS,
11200,2025-02-16 08:07:00,31.1821248070368,121.471942024596,3.937008,,,41.737774301488,3.937008,0,0.75187338364,2.39971792456,32,5,14.691,41.737774301488,3.937008,0.223694,0.75187338364,0,0,0,235.7, -3.2, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,5.991,77.54,41.737774301488,3.937008,6,P-GPS,
11300,2025-02-16 08:07:00,31.1821248570642,121.471941893399,3.937008,,,41.737774301488,3.937008,0,0.76862863352,2.44455060316,32,5,14.691,41.737774301488,3.937008,0.223694,0.76862863352,0,0,0,235.6, -3.6, 2.6,0,0,1024,1024,1025,1024,0,0,0,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,5.991,77.54,41.737774301488,3.937008,6,P-GPS,
11400,2025-02-16 08:07:00,31.1821248781572,121.471941885473,3.937008,,,41.737774301488,3.937008,0,0.77630579912,2.45263459292,32,5,14.691,41.737774301488,3.937008,0.223694,0.77630579912,0,0,0,235.6, -4, 2.4,0,0,1024,1024,1025,1024,0,0,0,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,5.991,77.54,41.737774301488,3.937008,6,P-GPS,
11500,2025-02-16 08:07:01,31.1821248568976,121.471941891407,3.937008,,,41.737774301488,3.937008,0,0.76856301672,2.46061031496,32,5,14.691,41.737774301488,3.937008,0.223694,0.77630579912,0,0,0,235.6, -3.9, 2.1,0,0,1024,1024,1038,1024,0,0,2,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,5.991,77.54,41.737774301488,3.937008,6,P-GPS,
11600,2025-02-16 08:07:01,31.1821248563041,121.471941873851,3.937008,,,41.737774301488,3.937008,0,0.76832023456,2.46609587944,32,5,14.691,41.737774301488,3.937008,0.223694,0.77630579912,0,0,0,235.6, -3.9, 2,0,0,1024,1024,1055,1024,0,0,5,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,5.991,77.54,41.737774301488,3.937008,6,P-GPS,
11700,2025-02-16 08:07:01,31.1821249111386,121.471941880287,3.937008,,,41.737774301488,3.937008,0,0.78833007772,2.48620086696,32,5,14.691,41.737774301488,3.937008,0.223694,0.78833007772,0,0,0,235.6, -3.8, 2.2,0,0,1024,1024,1054,1024,0,0,5,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,5.991,77.54,41.737774301488,3.937008,6,P-GPS,
11800,2025-02-16 08:07:01,31.1821248968225,121.47194188677,3.937008,,,41.737774301488,3.937008,0,0.78311682296,2.49180454168,32,5,14.691,41.737774301488,3.937008,0.223694,0.78833007772,0,0,0,235.6, -3.6, 2.4,0,0,1024,1024,1051,1024,0,0,4,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,5.991,77.54,41.737774301488,3.937008,6,P-GPS,
11900,2025-02-16 08:07:01,31.1821249226775,121.471941908597,3.937008,,,41.737774301488,3.937008,0,0.79262141644,2.50343840032,32,5,14.691,41.737774301488,3.937008,0.223694,0.79262141644,0,0,0,235.6, -3.7, 2.4,0,0,1024,1024,1054,1024,0,0,5,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,5.991,77.54,41.737774301488,3.937008,6,P-GPS,
12000,2025-02-16 08:07:01,31.1821249314048,121.471941912842,3.937008,,,41.737774301488,3.937008,0,0.79582679712,2.50688656316,32,5,14.691,41.737774301488,3.937008,0.223694,0.79582679712,0,0,0,235.6, -3.6, 2.5,0,0,1024,1024,1062,1024,0,0,6,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,5.991,77.54,41.737774301488,3.937008,6,P-GPS,
12100,2025-02-16 08:07:01,31.1821250494561,121.47194179419,3.937008,,,41.737774301488,3.937008,0,0.83913388512,2.56369102692,32,5,14.691,41.737774301488,3.937008,0.223694,0.83913388512,0,0,0,235.6, -3.6, 2.5,0,0,1024,1024,1070,1024,0,0,7,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,5.991,77.54,41.737774301488,3.937008,6,P-GPS,
12200,2025-02-16 08:07:01,31.1821250510097,121.471941783037,3.937008,,,41.737774301488,3.937008,0,0.83980645732,2.56722121076,32,5,14.691,41.737774301488,3.937008,0.223694,0.83980645732,0,0,0,235.6, -3.6, 2.5,0,0,1024,1024,1069,1024,0,0,7,0,255.7,0,0,46,3.674,3.674,3.673,3.67,0,0,5.991,77.54,41.737774301488,3.937008,6,P-GPS,
12300,2025-02-16 08:07:01,31.1821250368613,121.471941786404,3.937008,,,41.737774301488,3.937008,0,0.8346128876,2.57248695896,32,5,14.692,41.737774301488,3.937008,0.223694,0.83980645732,0,0,0,235.6, -3.6, 2.4,0,0,1024,1024,1070,1024,0,0,7,0,255.7,0,0,46,3.668,3.666,3.668,3.663,0,0,5.718,77.54,41.737774301488,3.937008,6,P-GPS,
12400,2025-02-16 08:07:01,31.1821250442457,121.471941783898,3.937008,,,41.737774301488,3.937008,0,0.83733270396,2.57529207716,32,5,14.692,41.737774301488,3.937008,0.223694,0.83980645732,0,0,0,235.6, -3.6, 2.5,0,0,1024,1024,1080,1024,0,0,8,0,255.7,0,0,46,3.668,3.666,3.668,3.663,0,0,5.718,77.54,41.737774301488,3.937008,6,P-GPS,
12500,2025-02-16 08:07:02,31.182125039488,121.471941698765,3.937008,,,41.737774301488,3.937008,0,0.83688322888,2.60192265544,32,5,14.692,41.737774301488,3.937008,0.223694,0.83980645732,0,0,0,235.6, -3.7, 2.5,0,0,1024,1024,1091,1024,0,0,10,0,255.7,0,0,46,3.668,3.666,3.668,3.663,0,0,5.718,77.54,41.737774301488,3.937008,6,P-GPS,
12600,2025-02-16 08:07:02,31.182125041132,121.471941692182,3.937008,,,41.737774301488,3.937008,0,0.83761813704,2.60406504396,32,5,14.692,41.737774301488,3.937008,0.223694,0.83980645732,0,0,0,235.6, -3.7, 2.4,0,0,1024,1024,1108,1024,0,0,13,0,255.7,0,0,46,3.668,3.666,3.668,3.663,0,0,5.718,77.54,41.737774301488,3.937008,6,P-GPS,
12700,2025-02-16 08:07:02,31.1821251303725,121.471941688763,3.937008,,,41.737774301488,3.937008,0,0.8701771932,2.63664050432,32,5,14.692,41.737774301488,3.937008,0.223694,0.8701771932,0,0,0,235.6, -3.7, 2.5,0,0,1024,1024,1118,1024,0,0,14,0,255.7,0,0,46,3.668,3.666,3.668,3.663,0,0,5.718,77.54,41.737774301488,3.937008,6,P-GPS,
12800,2025-02-16 08:07:02,31.1821251267082,121.471941685919,3.937008,,,41.737774301488,3.937008,0,0.86890094644,2.63824483508,32,5,14.692,41.737774301488,3.937008,0.223694,0.8701771932,0,0,0,235.7, -3.6, 2.5,0,0,1024,1024,1138,1024,0,0,17,0,255.7,0,0,46,3.668,3.666,3.668,3.663,0,0,5.718,77.54,41.737774301488,3.937008,6,P-GPS,
12900,2025-02-16 08:07:02,31.1821251270544,121.471941604745,3.937008,,,41.737774301488,4.265092,0,0.8710794242,2.6635827624,32,5,14.692,41.737774301488,3.937008,0.223694,0.8710794242,0,0,-0.223694,235.6, -3.7, 2.8,0,0,1024,1024,1151,1024,0,0,19,0,255.7,0,0,46,3.668,3.666,3.668,3.663,0,0,5.718,77.54,41.737774301488,3.937008,6,P-GPS,
13000,2025-02-16 08:07:02,31.1821251381084,121.471941617015,3.937008,,,41.737774301488,4.265092,0,0.8747375608,2.6691437862,32,5,14.692,41.737774301488,3.937008,0.223694,0.8747375608,0,0,-0.223694,235.6, -3.8, 2.9,0,0,1024,1024,1156,1024,0,0,20,0,255.7,0,0,46,3.668,3.666,3.668,3.663,0,0,5.718,77.54,41.737774301488,3.937008,6,P-GPS,
13100,2025-02-16 08:07:02,31.1821251545384,121.471941515522,3.937008,,,41.737774301488,4.265092,0,0.88412404404,2.70138788172,32,5,14.692,41.737774301488,3.937008,0.223694,0.88412404404,0,0,-0.223694,235.6, -4, 2.7,0,0,1024,1024,1155,1024,0,0,20,0,255.7,0,0,46,3.668,3.666,3.668,3.663,0,0,5.718,77.54,41.737774301488,3.937008,6,P-GPS,
13200,2025-02-16 08:07:02,31.1821251834362,121.471941513188,4.265092,,,42.065858301488,4.265092,0,0.89467522548,2.71195546736,32,5,14.692,42.065858301488,4.265092,0.223694,0.89467522548,0,0,-0.223694,235.6, -4.2, 2.4,0,0,1024,1024,1154,1024,0,0,20,0,255.7,0,0,46,3.668,3.666,3.668,3.663,0,0,5.718,77.54,42.065858301488,4.265092,6,P-GPS,
